avalanche_size,ccdf_probability
1,1.0
1,0.9999963599433607
1,0.9999927198867214
1,0.9999890798300821
1,0.9999854397734429
1,0.9999817997168036
1,0.9999781596601643
1,0.999974519603525
1,0.9999708795468858
1,0.9999672394902465
1,0.9999635994336072
1,0.9999599593769679
1,0.9999563193203286
1,0.9999526792636894
1,0.99994903920705
1,0.9999453991504108
1,0.9999417590937715
1,0.9999381190371323
1,0.9999344789804929
1,0.9999308389238537
1,0.9999271988672144
1,0.999923558810575
1,0.9999199187539358
1,0.9999162786972965
1,0.9999126386406573
1,0.9999089985840179
1,0.9999053585273787
1,0.9999017184707394
1,0.9998980784141002
1,0.9998944383574608
1,0.9998907983008216
1,0.9998871582441823
1,0.999883518187543
1,0.9998798781309037
1,0.9998762380742644
1,0.9998725980176252
1,0.9998689579609858
1,0.9998653179043466
1,0.9998616778477073
1,0.9998580377910681
1,0.9998543977344287
1,0.9998507576777894
1,0.9998471176211502
1,0.9998434775645109
1,0.9998398375078716
1,0.9998361974512323
1,0.9998325573945931
1,0.9998289173379538
1,0.9998252772813145
1,0.9998216372246752
1,0.999817997168036
1,0.9998143571113967
1,0.9998107170547573
1,0.9998070769981181
1,0.9998034369414788
1,0.9997997968848396
1,0.9997961568282002
1,0.999792516771561
1,0.9997888767149217
1,0.9997852366582825
1,0.9997815966016431
1,0.9997779565450038
1,0.9997743164883646
1,0.9997706764317252
1,0.999767036375086
1,0.9997633963184467
1,0.9997597562618075
1,0.9997561162051681
1,0.9997524761485289
1,0.9997488360918896
1,0.9997451960352504
1,0.999741555978611
1,0.9997379159219717
1,0.9997342758653325
1,0.9997306358086931
1,0.9997269957520539
1,0.9997233556954146
1,0.9997197156387754
1,0.999716075582136
1,0.9997124355254968
1,0.9997087954688575
1,0.9997051554122182
1,0.9997015153555789
1,0.9996978752989396
1,0.9996942352423004
1,0.9996905951856611
1,0.9996869551290218
1,0.9996833150723825
1,0.9996796750157433
1,0.999676034959104
1,0.9996723949024647
1,0.9996687548458254
1,0.9996651147891861
1,0.9996614747325469
1,0.9996578346759075
1,0.9996541946192683
1,0.999650554562629
1,0.9996469145059897
1,0.9996432744493504
1,0.9996396343927112
1,0.9996359943360719
1,0.9996323542794325
1,0.9996287142227933
1,0.999625074166154
1,0.9996214341095148
1,0.9996177940528754
1,0.9996141539962362
1,0.9996105139395969
1,0.9996068738829577
1,0.9996032338263183
1,0.9995995937696791
1,0.9995959537130398
1,0.9995923136564004
1,0.9995886735997612
1,0.9995850335431219
1,0.9995813934864827
1,0.9995777534298433
1,0.9995741133732041
1,0.9995704733165648
1,0.9995668332599256
1,0.9995631932032862
1,0.9995595531466469
1,0.9995559130900077
1,0.9995522730333684
1,0.9995486329767291
1,0.9995449929200898
1,0.9995413528634506
1,0.9995377128068113
1,0.999534072750172
1,0.9995304326935327
1,0.9995267926368935
1,0.9995231525802541
1,0.9995195125236148
1,0.9995158724669756
1,0.9995122324103363
1,0.999508592353697
1,0.9995049522970577
1,0.9995013122404185
1,0.9994976721837792
1,0.9994940321271399
1,0.9994903920705006
1,0.9994867520138614
1,0.9994831119572221
1,0.9994794719005827
1,0.9994758318439435
1,0.9994721917873042
1,0.999468551730665
1,0.9994649116740256
1,0.9994612716173864
1,0.9994576315607471
1,0.9994539915041079
1,0.9994503514474685
1,0.9994467113908292
1,0.99944307133419
1,0.9994394312775506
1,0.9994357912209114
1,0.9994321511642721
1,0.9994285111076329
1,0.9994248710509935
1,0.9994212309943543
1,0.999417590937715
1,0.9994139508810758
1,0.9994103108244364
1,0.9994066707677971
1,0.9994030307111579
1,0.9993993906545185
1,0.9993957505978793
1,0.99939211054124
1,0.9993884704846008
1,0.9993848304279614
1,0.9993811903713222
1,0.9993775503146829
1,0.9993739102580436
1,0.9993702702014043
1,0.999366630144765
1,0.9993629900881258
1,0.9993593500314865
1,0.9993557099748472
1,0.9993520699182079
1,0.9993484298615687
1,0.9993447898049294
1,0.9993411497482901
1,0.9993375096916508
1,0.9993338696350115
1,0.9993302295783723
1,0.9993265895217329
1,0.9993229494650937
1,0.9993193094084544
1,0.9993156693518152
1,0.9993120292951758
1,0.9993083892385366
1,0.9993047491818973
1,0.9993011091252579
1,0.9992974690686187
1,0.9992938290119794
1,0.9992901889553402
1,0.9992865488987008
1,0.9992829088420616
1,0.9992792687854223
1,0.9992756287287831
1,0.9992719886721437
1,0.9992683486155045
1,0.9992647085588652
1,0.9992610685022258
1,0.9992574284455866
1,0.9992537883889473
1,0.9992501483323081
1,0.9992465082756687
1,0.9992428682190295
1,0.9992392281623902
1,0.999235588105751
1,0.9992319480491116
1,0.9992283079924723
1,0.9992246679358331
1,0.9992210278791938
1,0.9992173878225545
1,0.9992137477659152
1,0.999210107709276
1,0.9992064676526367
1,0.9992028275959974
1,0.9991991875393581
1,0.9991955474827189
1,0.9991919074260796
1,0.9991882673694402
1,0.999184627312801
1,0.9991809872561617
1,0.9991773471995224
1,0.9991737071428831
1,0.9991700670862439
1,0.9991664270296046
1,0.9991627869729653
1,0.999159146916326
1,0.9991555068596867
1,0.9991518668030475
1,0.9991482267464081
1,0.9991445866897689
1,0.9991409466331296
1,0.9991373065764904
1,0.999133666519851
1,0.9991300264632118
1,0.9991263864065725
1,0.9991227463499333
1,0.9991191062932939
1,0.9991154662366546
1,0.9991118261800154
1,0.999108186123376
1,0.9991045460667368
1,0.9991009060100975
1,0.9990972659534583
1,0.9990936258968189
1,0.9990899858401797
1,0.9990863457835404
1,0.9990827057269012
1,0.9990790656702618
1,0.9990754256136225
1,0.9990717855569833
1,0.999068145500344
1,0.9990645054437047
1,0.9990608653870654
1,0.9990572253304262
1,0.9990535852737868
1,0.9990499452171476
1,0.9990463051605083
1,0.999042665103869
1,0.9990390250472297
1,0.9990353849905904
1,0.9990317449339512
1,0.9990281048773119
1,0.9990244648206726
1,0.9990208247640333
1,0.9990171847073941
1,0.9990135446507548
1,0.9990099045941155
1,0.9990062645374762
1,0.9990026244808369
1,0.9989989844241977
1,0.9989953443675583
1,0.9989917043109191
1,0.9989880642542798
1,0.9989844241976406
1,0.9989807841410012
1,0.998977144084362
1,0.9989735040277227
1,0.9989698639710833
1,0.9989662239144441
1,0.9989625838578048
1,0.9989589438011656
1,0.9989553037445262
1,0.998951663687887
1,0.9989480236312477
1,0.9989443835746085
1,0.9989407435179691
1,0.9989371034613299
1,0.9989334634046906
1,0.9989298233480512
1,0.998926183291412
1,0.9989225432347727
1,0.9989189031781335
1,0.9989152631214941
1,0.9989116230648549
1,0.9989079830082156
1,0.9989043429515764
1,0.998900702894937
1,0.9988970628382977
1,0.9988934227816585
1,0.9988897827250192
1,0.9988861426683799
1,0.9988825026117406
1,0.9988788625551014
1,0.9988752224984621
1,0.9988715824418228
1,0.9988679423851835
1,0.9988643023285443
1,0.998860662271905
1,0.9988570222152656
1,0.9988533821586264
1,0.9988497421019871
1,0.9988461020453479
1,0.9988424619887085
1,0.9988388219320693
1,0.99883518187543
1,0.9988315418187907
1,0.9988279017621514
1,0.9988242617055121
1,0.9988206216488729
